Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/gpfs/group/home/titusj/1303_larry/20240709_Ast_Neo_Aurora_25um-75umID_FAIMS_CV-50_20mz_DIA_400-1000_50maxIT_800agc_25nce_36m_pilot-2_neuron_bcmk10.raw.dia	/gpfs/group/home/titusj/1303_larry/20240709_Ast_Neo_Aurora_25um-75umID_FAIMS_CV-50_20mz_DIA_400-1000_50maxIT_800agc_25nce_36m_pilot-2_neuron_bcmk11.raw.dia	/gpfs/group/home/titusj/1303_larry/20240709_Ast_Neo_Aurora_25um-75umID_FAIMS_CV-50_20mz_DIA_400-1000_50maxIT_800agc_25nce_36m_pilot-2_neuron_bcmk12.raw.dia	/gpfs/group/home/titusj/1303_larry/20240709_Ast_Neo_Aurora_25um-75umID_FAIMS_CV-50_20mz_DIA_400-1000_50maxIT_800agc_25nce_36m_pilot-2_neuron_bcmk1.raw.dia	/gpfs/group/home/titusj/1303_larry/20240709_Ast_Neo_Aurora_25um-75umID_FAIMS_CV-50_20mz_DIA_400-1000_50maxIT_800agc_25nce_36m_pilot-2_neuron_bcmk2.raw.dia	/gpfs/group/home/titusj/1303_larry/20240709_Ast_Neo_Aurora_25um-75umID_FAIMS_CV-50_20mz_DIA_400-1000_50maxIT_800agc_25nce_36m_pilot-2_neuron_bcmk3.raw.dia	/gpfs/group/home/titusj/1303_larry/20240709_Ast_Neo_Aurora_25um-75umID_FAIMS_CV-50_20mz_DIA_400-1000_50maxIT_800agc_25nce_36m_pilot-2_neuron_bcmk4.raw.dia	/gpfs/group/home/titusj/1303_larry/20240709_Ast_Neo_Aurora_25um-75umID_FAIMS_CV-50_20mz_DIA_400-1000_50maxIT_800agc_25nce_36m_pilot-2_neuron_bcmk5.raw.dia	/gpfs/group/home/titusj/1303_larry/20240709_Ast_Neo_Aurora_25um-75umID_FAIMS_CV-50_20mz_DIA_400-1000_50maxIT_800agc_25nce_36m_pilot-2_neuron_bcmk6.raw.dia	/gpfs/group/home/titusj/1303_larry/20240709_Ast_Neo_Aurora_25um-75umID_FAIMS_CV-50_20mz_DIA_400-1000_50maxIT_800agc_25nce_36m_pilot-2_neuron_bcmk7.raw.dia	/gpfs/group/home/titusj/1303_larry/20240709_Ast_Neo_Aurora_25um-75umID_FAIMS_CV-50_20mz_DIA_400-1000_50maxIT_800agc_25nce_36m_pilot-2_neuron_bcmk8.raw.dia	/gpfs/group/home/titusj/1303_larry/20240709_Ast_Neo_Aurora_25um-75umID_FAIMS_CV-50_20mz_DIA_400-1000_50maxIT_800agc_25nce_36m_pilot-2_neuron_bcmk9.raw.dia
P17751	P17751;H7BXC3	TPIS_MOUSE	Tpi1	Triosephosphate isomerase	33133.3	19340.3	44826.7	16421.8	37944.9	20405	22551.1	7374.17	27067.3	8002.61	15745.6	7684.44
P17809	P17809;Q3TD17;Q3U2J2	GTR1_MOUSE	Slc2a1	Solute carrier family 2, facilitated glucose transporter member 1	983.538		2683.6	3261.09	3118.08	3160.34	2718.62	1872.5	2584.57	2859.37	1708.58	1223.18
P18052	P18052;Q91V35	PTPRA_MOUSE	Ptpra	Receptor-type tyrosine-protein phosphatase alpha	1361.7			534.713	1027.85	1187.91	1173.22	1114.55	2218.92	1305.26	1544.79	1419.64
P18654	P18654;A7E215;B1AXN9	KS6A3_MOUSE	Rps6ka3	Ribosomal protein S6 kinase alpha-3				418.147	184.885	154.454	260.116					184.725
P18760	P18760;A0A494B9A7;F8WGL3;Q544Y7;Q9CX22	COF1_MOUSE	Cfl1	Cofilin-1	29139.7	25285.2	14184.3	20508	22681.6	24649.4	19118.8	13202.4	22423.6	23554.2	25178.2	22820.4
P18872	P18872;D3Z2M7;Q543S2	GNAO_MOUSE	Gnao1	Guanine nucleotide-binding protein G(o) subunit alpha	15624.1	11217.8	12057.1	24817.9	29832.5	20371.3	13426.7	10936.9	9798.08	7791.32	7415.57	7925.31
P19001	P19001;B1AQ78	K1C19_MOUSE	Krt19	Keratin, type I cytoskeletal 19	758.02		9897.15	617.352	1444.23	630.343	752.839		1459.81	732.335	3845.39	
P19096	A0A0U1RNJ1;P19096;Q3UHT6;Q3TB22;O89060	FAS_MOUSE	Fasn	Fatty acid synthase	841.972	599.543		929.43	744.018	764.875	661.29	479.984	830.509	731.679	947.289	1069.99
P19157;P46425	P19157;P46425;A0A494BAW2;K9JA48;K9JA74;A0A494B908;A0A494BAM8;A0A494BAS3;A0A494BAU3	GSTP1_MOUSE;GSTP2_MOUSE	Gstp1;Gstp2	Glutathione S-transferase P 1	1910.15			1055.99	1938.13	690.922			734.11	871.564		
P19221	P19221;Q3TJ94;H7BX99	THRB_MOUSE	F2	Prothrombin	1689.08	907.06		305.876	491.969	322.03	490.969	1264.51	689.519	405.006	1095.26	1397.07
P19246	P19246;Q80TQ3	NFH_MOUSE	Nefh	Neurofilament heavy polypeptide	1883.52	2668.13	2162.27	3622.78	3122.96	2732.9	2739.9	4027.06	2364.7	2377.67	2040.95	2834.33
P19324	P19324;Q3TJK3;Q3TWG9;Q8BV87;Q8BVU9	SERPH_MOUSE	Serpinh1	Serpin H1		406.716		1027.37	393.524	274.521		385.801		175.18		578.377
P19783	P19783;A2RSV8;M0QWX7	COX41_MOUSE	Cox4i1	Cytochrome c oxidase subunit 4 isoform 1, mitochondrial	348.321		1706.76	1918.68	2710.35	1128.6	756.428	405.733	500.628	651.518	607.397	463.986
P20029	P20029;Q3TI47;Q3TKF8;Q3TWF2;Q3U6V3;Q3U7T8;Q3U9G2;Q9DC41;Q3UEM8	BIP_MOUSE	Hspa5	Endoplasmic reticulum chaperone BiP	16401.6	10901.2	60857.6	22394	24924.4	18299.7	22472.7	22068.9	22369.9	16339.6	17598.8	10022.7
P20108	P20108;Q8K4K8	PRDX3_MOUSE	Prdx3	Thioredoxin-dependent peroxide reductase, mitochondrial	1305.04		3244.39	1980.25	2157.42	2465.8	1983.01	2191.68	2333.73	2364.7	2542.27	1663.41
P20152	P20152;Q5FWJ3;A0A0A6YWC8;A2AKJ2;A4IF59;Q3TFD9;Q3TWV0;Q3U6S1;Q3UAX1;Q3V2S4	VIME_MOUSE	Vim	Vimentin	10687.8	8806.96	18243.1	17656.1	11744.7	9922.62	20235.3	15918.9	13303.2	15542.5	15042.7	12725.6
P20357	P20357;A0A668KLC6;B2KGT5;G3UWW1;G3UZV6;Q3TLQ0;Q80X35;Q80ZL4;G3UYR3	MTAP2_MOUSE	Map2	Microtubule-associated protein 2	35628.8	32701.7	27973.3	15268.1	18689.3	24683.9	33827	26807.6	31672.4	28624.3	37002.2	38814
P20444	P20444;Q4VA93	KPCA_MOUSE	Prkca	Protein kinase C alpha type				1131.39	556.384	1277.54	664.613	487.821		604.063		
P20917	P20917;Q3ZB60;Q3ZB61;A0A087WRD6;Q3T1F6;Q3ZB62	MAG_MOUSE	Mag	Myelin-associated glycoprotein	4091.95	2841.63	5043.12	3859.21	4732.28	3918.33	5453.83	2157.78	2831.39	7455	6905.81	5620.35
P21107	P21107;P58771;A0A2R2Y2P8;E9Q455;F8WID5;G5E8R0;Q545Y3;Q8BSH3;A0A0R4J1P2;B7ZNL3;D3Z6I8;E9Q452;E9Q454;E9Q7Q3;G5E8R1;Q564G1	TPM3_MOUSE	Tpm3	Tropomyosin alpha-3 chain	12957.9	5398.99	25641.3	17079	14667.3	14952.7	11836.3	12676.6	13724.8	14732.7	16655.7	14291.4
P21126	P21126;Q3UK94;B2M0R9;B2M0S0;Q684Q9;Q91V47;Q920U6	UBL4A_MOUSE	Ubl4a	Ubiquitin-like protein 4A	1394.9	410.271	1921.76	1067.25	629.948	1131.71	1564.59	1756.31	1414.85	1891	1306.14	1467.01
P21278	P21278;Q3UPA1;Q91X95	GNA11_MOUSE	Gna11	Guanine nucleotide-binding protein subunit alpha-11	1529.12			2234.69	2149.39	1386.98	1592.63	2241.05	1338.47	1532.95	1770.22	846.949
P21279	P21279;Q3UHH5	GNAQ_MOUSE	Gnaq	Guanine nucleotide-binding protein G(q) subunit alpha	1791.61	600.241	1594.5	1782.95	1644.87	1770.44	1263.25	1386.54	1254.8	1349.45	1394.94	1237.55
P21460	P21460;A2APX3;Q3U5K7;Q9EPX9	CYTC_MOUSE	Cst3	Cystatin-C	2401.57	1755.37		1205.12	2098.69	1245.56	1832.17	1569.92	2690.75	3320.05	2627.4	4289.29
P21550	P21550;Q4FK59;Q5SX59;Q5SX60;Q5SX61	ENOB_MOUSE	Eno3	Beta-enolase	1125.96	925.179		947.139	2314.89	962.712	785.513	377.204	1628.25	424.973	818.681	551.143
P21619	P21619;A0A0R4J0Q5	LMNB2_MOUSE	Lmnb2	Lamin-B2	1383.13			991.15	591.638	911.185	851.692	921.811	1811.87	506.835	795.637	1061.87
P22437	P22437;Q543T1;Q3UZ23;Q3TJN9	PGH1_MOUSE	Ptgs1	Prostaglandin G/H synthase 1	987.483											466.855
P22723	P22723;Q3UVW2;Q8C8H5	GBRG2_MOUSE	Gabrg2	Gamma-aminobutyric acid receptor subunit gamma-2				411.906		186.28				242.331		
P22892	P22892;Q8CBB7;Q3UKX8;Q8CC03	AP1G1_MOUSE	Ap1g1	AP-1 complex subunit gamma-1	1228.99			1275.89	947.087	1674.34	1129.92	1413.42	1332.3	1162.85	1234.38	1366.3
P23116	P23116;Q3TKF9;Q3UEK3;Q3UL99;Q3UM46;Q6A0B9	EIF3A_MOUSE	Eif3a	Eukaryotic translation initiation factor 3 subunit A	2515.24	2628.68	2444.14	1940.72	1605.87	1785.76	1913.1	3044.51	2624.79	2530.42	2456.46	2611.44
P23198	P23198;I6L9I7;Q32P00;Q9DCC5	CBX3_MOUSE	Cbx3	Chromobox protein homolog 3	2593.51	1741.34	1122.36	592.924	766.695	943.4	1695.9	2158.45	2318.27	1640.1	2120.19	1306.48
P23242	A0A654ICD2;P23242;Q7TMQ1	CXA1_MOUSE	Gja1	Gap junction alpha-1 protein				284.347								
P23506	P23506;E0CYV0;E9PWE0;F6TXE3;F7D432;Q545L9	PIMT_MOUSE	Pcmt1	Protein-L-isoaspartate(D-aspartate) O-methyltransferase	813.413	3162.7		1472.67	1775.45	1416.13	1072.76	1747.87	1300.03	1561.72	1821.22	1623.48
P23818	P23818;C9K0Y3;C9K0Y4;F6YNQ1;Q6P9M2;Q7TNB5	GRIA1_MOUSE	Gria1	Glutamate receptor 1				537.174	164.161	447.633						
P23819	P23819;A0A0A6YW90;C9K0Z0;C9K0Z1;E9QKC0;G5E8H1;Q4LG64;Q80VM6	GRIA2_MOUSE	Gria2	Glutamate receptor 2				1692.21	1121.14	1805.62	878.636	899.751		1100.96		
P24270	P24270;Q3TVZ1;Q3UF58;Q3UZE7;Q542K4;Q8C6E3;Q91XI2	CATA_MOUSE	Cat	Catalase	2033.85	989.321	3791.79	846.889	985.1	1054.77	868.963	2375.89	1599.2	778.543	1216.35	701.036
P24288	P24288;Q3TJN1;Q3TKJ1;Q8CBC8;Q9CXX6	BCAT1_MOUSE	Bcat1	Branched-chain-amino-acid aminotransferase, cytosolic	3124.59	1123.87	3042.76	1577.39	2069.78	1800.2	962.001	742.168	3091.86	1918.09	1522.1	1611.37
P24369	P24369;Q9DCY1	PPIB_MOUSE	Ppib	Peptidyl-prolyl cis-trans isomerase B	3211.36	3594.35	2256.47	1904.8	1444.51	922.165	2020.44	2062.2	2567.75	1549.4	1954.2	2379.54
P24452	P24452;Q99LB4;Q3TNN6;Q3UJ44	CAPG_MOUSE	Capg	Macrophage-capping protein				730.206	482.227	583.894	608.936	829.807	555.227	532.447	702.049	500.423
P24456;P24457	P24456;P24457;A0A2R8VJY6;Q8BVD2;A0A2R8VKK3;A0A2R8W740;B7ZP10;A0A2R8VHY1	CP2DA_MOUSE;CP2DB_MOUSE	Cyp2d10;Cyp2d11	Cytochrome P450 2D10	1535.77	835.492		102.777	179.843	327.132	415.728	597.226	1168.42	163.495	658.706	1156.79
P24527	P24527	LKHA4_MOUSE	Lta4h	Leukotriene A-4 hydrolase				333.714	520.427	226.467	412.212			244.091		
P24547	P24547;Q3UAT9;Q3U9N8;Q3UPJ2;A0A0A6YY72;O89058	IMDH2_MOUSE	Impdh2	Inosine-5'-monophosphate dehydrogenase 2	946.558	965.559	3481.39	1122.43	843.642	1084.59	913.32	1098.32	1414.96	1275.99	1949.06	971.635
P25444	P25444;Q3TI78;Q3TL20;Q3TLE5;Q3TXR5;Q3TXS9;Q58EU3;Q9DC49	RS2_MOUSE	Rps2	Small ribosomal subunit protein uS5	1384.31	1152.06	2835.74	2580.04	2171.36	1705.96	3603.6	2316.01	1749.88	2829.57	2263.74	2071.62
P25688	P25688;Q543J0;A0A0G2JG44;D3Z4U1;Q8C7K4	URIC_MOUSE	Uox	Uricase	1766.49	2428.95		516.73	773.056	1341.71	1427.76	2425.74	3148.79	527.154	2063.1	1705.59
P25785	P25785;Q6PI17;Q8BSJ3;Q6GXA8	TIMP2_MOUSE	Timp2	Metalloproteinase inhibitor 2	670.885			543.814		597.717	815.491		1129.34	489.491	144.767	328.794
P25911	P25911;Q3TCS3;Q05DV0;Q3U6Q5;Q8CEI0	LYN_MOUSE	Lyn	Tyrosine-protein kinase Lyn		346.996		1684.02	826.978	799.804	1253.05	813.478		679.484		205.432
P25976	P25976;A2AWT5;Q9DBH1;A2AWT6;A2AWT7	UBF1_MOUSE	Ubtf	Nucleolar transcription factor 1	677.486	728.993		339.063		738.56	378.817	548.802	599.991	225.388	499.895	
P26039	P26039;Q71LX4;A0A1L1SQ51;B2RY15;E9PUM4;Q3TN69;Q3UHS6;Q80TM2;Q3TKJ2;Q8C9Z8	TLN1_MOUSE	Tln1	Talin-1	4892.12	4105.84	3670.3	6411.47	5065.64	5050.25	4788.97	5908	5235.48	4434.46	3770.46	4526.94
P26040	P26040;Q4KML7;Q3TCP5;Q3UL48;Q3UXR4	EZRI_MOUSE	Ezr	Ezrin	1001.69	1950.7	1193.36	1108.41	1545.69	765.216	697.088	1075.64	812.277	511.762	794.371	588.975
P26041	A0A5F8MPB9;P26040;P26041;P26043;Q4KML7;Q3TCP5;Q3UL48;Q3UXR4;Q05CE6;Q05DU4;Q3TH46;Q3TZQ2;Q3U111;Q7TSG6;Q8C2N4	MOES_MOUSE	Msn	Moesin	1442.86	2055.21	2782.98	2970.26	1535.73	1819.54	1561.33	1996.13	1575.43	1456.97	1595.76	1078.98
P26043	A0A5F8MPB9;P26043;Q3TH46;Q3U111;Q3UJJ8;Q3TS74	RADI_MOUSE	Rdx	Radixin	495.334			302.586	310.645	162.42			400.989		596.915	
P26049	P26049;B1AVY2;Q8CAB3	GBRA3_MOUSE	Gabra3	Gamma-aminobutyric acid receptor subunit alpha-3	517.281			727.512	623.69		414.73	983.77	347.215			
P26231	P26231;Q545R0;Q3TGQ3;Q6NV50	CTNA1_MOUSE	Ctnna1	Catenin alpha-1				474.193	132.022					263.847		
P26350	P26350;A0A087WP98;A0A087WPN6;A0A087WQN2;Q0VGU2;Q3U6E4;Q3U8X6;Q3UA54;Q8C2T3	PTMA_MOUSE	Ptma	Prothymosin alpha	1681.91	594.311	1385.29	423.639	585.196	315.788	1000.57		950.74	411.41	1674.73	351.241
P26369	P26369;Q3KQM4;Q505Q1;Q80XR5;Q922I0	U2AF2_MOUSE	U2af2	Splicing factor U2AF 65 kDa subunit	821.008	660.774		254.974	474.391	384.473	281.65	972.916	509.997	795.902		989.971
P26443	P26443	DHE3_MOUSE	Glud1	Glutamate dehydrogenase 1, mitochondrial	3542.07	2388.58	10410	9652.9	8164.75	4339.8	4185.13	3514.13	3167.01	4375.11	3925.53	5925.55
P26450	O08908;P26450;Q64143;P70304;Q3UK33;Q3UXE9;A0A087WQM2;A0A1L1ST33;A0A2X0SZ21;B1AUG0;Q3TST3;Q80UI5	P85A_MOUSE	Pik3r1	Phosphatidylinositol 3-kinase regulatory subunit alpha	681.003	779.487	2096.67	526.229	744.414	604.833	195.772	649.846	396.646	627.133	775.077	821.629
P26516	P26516;A1L3B8	PSMD7_MOUSE	Psmd7	26S proteasome non-ATPase regulatory subunit 7	1485.1		1391.97	997.731	1058.14	780.663	997.393	1815.1	1628.25	651.337	962.695	1039.94
P26638	P26638;Q8C483;Q3U6F6;Q3U8N1;A2AFS0;A2AFS1	SYSC_MOUSE	Sars1	Serine--tRNA ligase, cytoplasmic	1360.97	893.552		864.349	669.262	494.197	799.402	645.319	838.474	610.789	982.762	1075.29
P26645	P26645;A0A0A1HAM8;Q05BL6	MARCS_MOUSE	Marcks	Myristoylated alanine-rich C-kinase substrate	1299.3	681.098	3197.66	5561.48	3365.56	4892.42	2903.37	2454.96	1371	2083.74	1314.53	969.759
P27048;P63163	P27048;P63163;O70499;Q3UN87	RSMB_MOUSE;RSMN_MOUSE	Snrpb;Snrpn	Small nuclear ribonucleoprotein-associated protein B	3420.62	3444.89	1077.01	1801.4	1164.55	1734.45	2866.21	3985.39	3964.31	2050.59	4485.22	2260.37
P27546	P27546;A0A0G2JDN7;A0A0G2JDY5;A0A0G2JFH2;A0A0G2JFK3;A0A0G2JFT4;A0A0G2JG35;A0A140T8T5;E9PZ43	MAP4_MOUSE	Map4	Microtubule-associated protein 4	1708.44	781.506		1119.33	731.242	961.33	1671.83	1204.55	1724.32	1149.12	1660.56	1058.34
P27601	P27601;Q3UE40;Q9D034	GNA13_MOUSE	Gna13	Guanine nucleotide-binding protein subunit alpha-13	491.15	271.01	666.549	862.043	712.587	856.506	899.706	318.12	817.751	660.464	288.558	458.93
P27612	P27612	PLAP_MOUSE	Plaa	Phospholipase A-2-activating protein	562.602			585.386	502.492	440.337	834.027	842.2	553.511	1044.03	673.07	877.695
P27659	P27659;Q3T9U9;Q3U9L3;Q3UB15;Q3UB67;Q3UB90;Q99N25	RL3_MOUSE	Rpl3	Large ribosomal subunit protein uL3	1785.22	1803.41	1946.03	4796.67	2562	1700.69	1696.34	2288.06	1483.46	1714.68	1580.73	1564.68
P27661	P27661;Q64522	H2AX_MOUSE	H2ax	Histone H2AX				92.4591	23.2815	219.577						
P27671	P27671;B2RS27	RGRF1_MOUSE	Rasgrf1	Ras-specific guanine nucleotide-releasing factor 1	390.923			534.646		412.633						
P27773	P27773;F6Q404	PDIA3_MOUSE	Pdia3	Protein disulfide-isomerase A3	1997.67	1969.17	2542.99	3312.72	2201.23	1805.68	1678.55	2308.01	2051.65	1431.52	1453.03	1528.07
P28271	P28271;Q8VDC3	ACOHC_MOUSE	Aco1	Cytoplasmic aconitate hydratase				487.978	898.805	276.908	513.289	867.483	1236.06	448.261		946.349
P28352	P28352;Q544Z7;F6QA74	APEX1_MOUSE	Apex1	DNA repair nuclease/redox regulator APEX1	2924.05	1928.99		506.464	522.66	422.094	898.058	1028.59	2883.85	1010.14	1062.76	1907.43
P28474	P28474;Q64437;Q6P5I3;Q3UMM7;Q548K2;Q9D748	ADHX_MOUSE	Adh5	Alcohol dehydrogenase class-3				598.824	364.643	617.624		652.899		341.736		398.664
P28652	P28652;Q5SVI2;Q5SVJ0;Q3TY93;Q5SVI0;Q5SVI1;Q5SVI3;Q5SVI9;Q5SVJ1;Q68EG2;Q8BL41	KCC2B_MOUSE	Camk2b	Calcium/calmodulin-dependent protein kinase type II subunit beta	2131.41	3436.9		2687.28	3287.5	3186.59	2948.75	1447.26	2334.67	2281.43	2194.7	2646.76
P28656	P28656;Q9CSP8;Q3TF41;Q8BSH9	NP1L1_MOUSE	Nap1l1	Nucleosome assembly protein 1-like 1	757.869	478.658		472.69	175.062	357.204	489.554		537.042	686.385	976.605	1021.88
P28658	P28658;Q3TKP3	ATX10_MOUSE	Atxn10	Ataxin-10	40.2931	103.995		184.143	198.057	198.324	314.095		384.792	262.782		
P28659	P28659;A0A0R4J0T5	CELF1_MOUSE	Celf1	CUGBP Elav-like family member 1	323.487	1130.81		448.45				1395.19		208.464		562.043
P28660	P28660;A1L0U6;A2AS98	NCKP1_MOUSE	Nckap1	Nck-associated protein 1	2584.35	2239.53	3544.14	2191.76	1594.86	2215.81	1535.02	2749.71	2142.69	1797.81	1974.14	1954.93
P28661	P28661;A0A5F8MP96	SEPT4_MOUSE	Septin4	Septin-4		319.882		1651.27	951.131	455.911	762.738			886.187		364.647
P28663	P28663	SNAB_MOUSE	Napb	Beta-soluble NSF attachment protein	8238.07	7014.35	10504.7	9439.57	13688.4	12745.8	9963.37	9897.11	7771.66	10427.1	9864.23	7324.17
P28665;P28666	P28665;P28666;A0A0N4SVU1	MUG1_MOUSE;MUG2_MOUSE	Mug1;Mug2	Murinoglobulin-1				170.91	161.626	334.75		318.736		130.863		195.06
P28667	P28667	MRP_MOUSE	Marcksl1	MARCKS-related protein	456.098	431.427	1303.9	903.545	868.66	1228.52	1001.4	1665.8	933.18	1310.13	1244.47	798.627
P28738	P28738;A2ARD4;Q3TY51;Q8CHF1	KIF5C_MOUSE	Kif5c	Kinesin heavy chain isoform 5C	760.059	2687.06		864.872	764.195	846.789	806.979	649.961	1014.57	629.769	654.307	984.286
P28740	P28740;E0CZ72;F8VQ42;Q9D481	KIF2A_MOUSE	Kif2a	Kinesin-like protein KIF2A	2431.13	3767.8	2342.5	1800.57	1811.01	2392.79	1515.53	2114.57	3017.95	2200.96	3038.15	2166.19
P28741	P28741;B1AQZ2;Q3TET1;Q3UI47;B1AQZ5	KIF3A_MOUSE	Kif3a	Kinesin-like protein KIF3A		825.99		288.266		248.174						476.878
P28867	P28867;Q3TGE4;Q3UNG2;Q53YN4;Q1MX42;Q1MX43;F1DGF6;Q1MX40;Q1MX41	KPCD_MOUSE	Prkcd	Protein kinase C delta type	649.891			757.65	1008.94	743.313	1265.64		694.348	1285.21	1515.42	692.281
P29341	P29341;Q3U8U8;Q8BN32;Q8C7D3;A0A2I3BR37;Q921B8;Q9DBE3	PABP1_MOUSE	Pabpc1	Polyadenylate-binding protein 1	1869.24	996.483	2247.49	1902.98	1469	1209.91	1406.3	2746.45	1970.59	1585.29	1939.64	2205.86
P29351	P29351;Q3UCJ0;Q3TE70;Q3UB72	PTN6_MOUSE	Ptpn6	Tyrosine-protein phosphatase non-receptor type 6	720.441			752.978	484.666	595.684	506.144	735.784		392.162		
P29595	P29595;Q3UI46;Q3TY05	NEDD8_MOUSE	Nedd8	NEDD8	981.938	433.626		919.31	1197.81	690.122	978.189	905.773	1614.3	1500.84	1434.77	2073.77
P29758	P29758;Q3TG75;Q3UJK5;Q3UKT3	OAT_MOUSE	Oat	Ornithine aminotransferase, mitochondrial	360.016			829.455	376.798	356.514	375.16			303.727	337.65	
P30275	P30275;A2ARP5;Q545N7	KCRU_MOUSE	Ckmt1	Creatine kinase U-type, mitochondrial	2789.83	2618.41	2769.21	3903.72	3466.66	2785.09	2559.8	2568.43	2685.9	2212.06	2246.67	1730.69
P30999	P30999;E9Q8Z8;D3Z2H2;D3Z7H6;E9Q8Z4;E9Q8Z5;E9Q8Z6;E9Q8Z9;E9Q901;E9Q903;E9Q904;E9Q905;E9Q906;E9Q907;E9Q986;G3X9V2;Q3TPD1	CTND1_MOUSE	Ctnnd1	Catenin delta-1	1131.09			1123.45	1246.78	1406.31	592.646	1081.47		566.88	1070.72	502.623
P31001	P31001;Q3V1K9;Q3V2C6	DESM_MOUSE	Des	Desmin				296.926								
P31230	P31230;Q3UZG4;Q8C2U7	AIMP1_MOUSE	Aimp1	Aminoacyl tRNA synthase complex-interacting multifunctional protein 1	4284.09	5300.81	1647.87	2090.15	1268.75	1613.82	2000.3	1855.19	3730.14	1701.42	3773.02	3107.17
P31254	P31254	UBA1Y_MOUSE	Uba1y	Ubiquitin-like modifier-activating enzyme 1 Y	573.746			173.394	180.695		546.471			257.799	403.758	
P31324	P31324;H3BK84;Q3V2X9	KAP3_MOUSE	Prkar2b	cAMP-dependent protein kinase type II-beta regulatory subunit	6403.51	3383.21	12333.7	7225.04	6774.2	7699.53	5812.07	6938.85	5552.95	6522.96	6760.23	6755.12
P31648	P31648;A0A991EPK0;Q6PCX2;Q8BPL9	SC6A1_MOUSE	Slc6a1	Sodium- and chloride-dependent GABA transporter 1	168.683	229.639		1125.3	2235.05	1004.37	740.596	1247.07	836.052	940.884		
P31650	P31650;Q8BKG0	S6A11_MOUSE	Slc6a11	Sodium- and chloride-dependent GABA transporter 3	530.042	597.302	1061.09	2054.44	2285.63	1703.91	1448.99	613.479	960.488	996.257	491.807	535.642
P31786	P31786;Q4VWZ5;Q548W7;M0QWU8;Q3ULV8	ACBP_MOUSE	Dbi	Acyl-CoA-binding protein	943.749	1411.57		1835.14	1731.21	506.372	811.873		666.103	913.461		2135.23
P31938	P31938;Q3TMJ8;Q9JJE1;Q3U3F4;Q3UK05	MP2K1_MOUSE	Map2k1	Dual specificity mitogen-activated protein kinase kinase 1	2639.35	2779.24	1300.62	1914.59	1406.19	2156.15	1501.95	1760.76	2370.15	1619.7	1244.24	1955.79
P32020	P32020	SCP2_MOUSE	Scp2	Sterol carrier protein 2				295.648	365.718	688.967	435.257					
P32067	P32067;Q3TG93;Q564E6;Q8BTU4	LA_MOUSE	Ssb	Lupus La protein homolog	346.361				64.928			87.5389		50.5467		
P32233	P32233;Q5NBZ3;Q8BNS0;Q8CHR8	DRG1_MOUSE	Drg1	Developmentally-regulated GTP-binding protein 1	717.266	1517.06		374.713	483.345	708.009	419.277	530.719		674.025	228.331	791.073
P32883	P08556;P32883;P01117;A0A0G2JE25;A0A0G2JGP4;Q0VDV7;Q3TMF4;Q3U2W7;Q3UCX0;Q4FJP3;Q5J7N1;Q82954;Q9D091	RASK_MOUSE	Kras	GTPase KRas	3281.83	3150.45	3651.61	3357.55	3474.42	3920.76	3537.09	3180.93	3391.47	3284.16	5686.9	4119.92
P32921	P32921;Q3U6U7;Q3UDG2;Q4FJZ4	SYWC_MOUSE	Wars1	Tryptophan--tRNA ligase, cytoplasmic	491.59			407.86	234.666	456.993	243.792	596.256		941.229	366.728	325.564
P33173	P33173;Q60575;O35071;A0A087WQE8;A0A5F8MPF0;A2AH75;E9Q9B0;E9Q9G6;E9QAN4;G3UW47;Q05BI6;Q05BP4;Q3UH16;Q3UUN4;Q3UY61;Q3V3Y9;Q6A011;Q6P5H4;Q6TA13;Q8VI89	KIF1A_MOUSE	Kif1a	Kinesin-like protein KIF1A	1120.45	1438.91	2592.27	1601.65	1274.93	2426.96	1379.34	1728.91	1431.12	1455.22	2396.38	1455.73
P33175	P28738;P33175;Q61768;Q3TY51;Q8CHF1	KIF5A_MOUSE	Kif5a	Kinesin heavy chain isoform 5A	422.319			667.574	1121	308.026	431.178	449.992		628.879		
P34022	P34022;H7BX22	RANG_MOUSE	Ranbp1	Ran-specific GTPase-activating protein	2694.48	1954.67	1534.23	1705.07	1558.45	1915.82	1480.61	1748.13	2567.59	1219.93	1886.17	2300.07
P34152	P34152;K7Q751;A0A5F8MPY3	FAK1_MOUSE	Ptk2	Focal adhesion kinase 1				119.091								
P35235	P35235;Q05C78;Q9CT18	PTN11_MOUSE	Ptpn11	Tyrosine-protein phosphatase non-receptor type 11	1250	863.41	2619.37	1184.05	1552.1	1655.77	1384.75	1073.23	2261.6	1668.17	1616.75	1866.21
P35276	P35276;Q543Q4;D3YW33;D3YWL1	RAB3D_MOUSE	Rab3d	Ras-related protein Rab-3D				2456.78	1111.54	2270.71	324.039	1206.23	564.332	1282.75		1492.47
P35278	P35278;Q8C266;Q3TCT9;Q3TJ39	RAB5C_MOUSE	Rab5c	Ras-related protein Rab-5C	1007.98	639.581		2197.7	1957.32	1897.4	2237.13	1818.34	1586.76	1679.64	872.754	911.19
P35279	P35279;P61294;Q0PD53;Q0PD54;A0A1L1SRS6;D3YV69;Q3U4W5	RAB6A_MOUSE	Rab6a	Ras-related protein Rab-6A	3732.7	1652.5	4267.41	5987.47	6346.49	6422.08	5802.15	5530	4569.5	4444.94	4957.51	3563.72
